lane,type,d,v,delta_crash,P_lC,P_nlC
1,1,71,22,3.23,0.01,0.99
1,1,71,23,3.09,0.01,0.99
1,1,71,24,2.96,0.01,0.99
1,1,71,25,2.84,0.01,0.99
1,1,71,26,2.73,0.02,0.98
1,1,71,27,2.63,0.02,0.98
1,1,71,28,2.54,0.02,0.98
1,1,71,29,2.45,0.03,0.97
1,1,71,30,2.37,0.03,0.97
1,1,71,31,2.29,0.03,0.97
1,1,71,32,2.22,0.04,0.96
1,1,71,33,2.15,0.04,0.96
1,1,71,34,2.09,0.04,0.96
1,1,72,15,4.8,0,1
1,1,72,16,4.5,0,1
1,1,72,17,4.24,0,1
1,1,72,18,4,0,1
1,1,72,19,3.79,0,1
1,1,72,20,3.6,0,1
1,1,72,21,3.43,0.01,0.99
1,1,72,22,3.27,0.01,0.99
1,1,72,23,3.13,0.01,0.99
1,1,72,24,3,0.01,0.99
1,1,72,25,2.88,0.01,0.99
1,1,72,26,2.77,0.02,0.98
1,1,72,27,2.67,0.02,0.98
1,1,72,28,2.57,0.02,0.98
1,1,72,29,2.48,0.02,0.98
1,1,72,30,2.4,0.03,0.97
1,1,72,31,2.32,0.03,0.97
1,1,72,32,2.25,0.03,0.97
1,1,72,33,2.18,0.04,0.96
1,1,72,34,2.12,0.04,0.96
1,1,73,15,4.87,0,1
1,1,73,16,4.56,0,1
1,1,73,17,4.29,0,1
1,1,73,18,4.06,0,1
1,1,73,19,3.84,0,1
1,1,73,20,3.65,0,1
1,1,73,21,3.48,0.01,0.99
1,1,73,22,3.32,0.01,0.99
1,1,73,23,3.17,0.01,0.99
1,1,73,24,3.04,0.01,0.99
1,1,73,25,2.92,0.01,0.99
1,1,73,26,2.81,0.01,0.99
1,1,73,27,2.7,0.02,0.98
1,1,73,28,2.61,0.02,0.98
1,1,73,29,2.52,0.02,0.98
1,1,73,30,2.43,0.03,0.97
1,1,73,31,2.35,0.03,0.97
1,1,73,32,2.28,0.03,0.97
1,1,73,33,2.21,0.04,0.96
1,1,73,34,2.15,0.04,0.96
1,1,74,15,4.93,0,1
1,1,74,16,4.63,0,1
1,1,74,17,4.35,0,1
1,1,74,18,4.11,0,1
1,1,74,19,3.89,0,1
1,1,74,20,3.7,0,1
1,1,74,21,3.52,0.01,0.99
1,1,74,22,3.36,0.01,0.99
1,1,74,23,3.22,0.01,0.99
1,1,74,24,3.08,0.01,0.99
1,1,74,25,2.96,0.01,0.99
1,1,74,26,2.85,0.01,0.99
1,1,74,27,2.74,0.02,0.98
1,1,74,28,2.64,0.02,0.98
1,1,74,29,2.55,0.02,0.98
1,1,74,30,2.47,0.02,0.98
1,1,74,31,2.39,0.03,0.97
1,1,74,32,2.31,0.03,0.97
1,1,74,33,2.24,0.03,0.97
1,1,74,34,2.18,0.04,0.96
1,1,75,15,5,0,1
1,1,75,16,4.69,0,1
1,1,75,17,4.41,0,1
1,1,75,18,4.17,0,1
1,1,75,19,3.95,0,1
1,1,75,20,3.75,0,1
1,1,75,21,3.57,0,1
1,1,75,22,3.41,0.01,0.99
1,1,75,23,3.26,0.01,0.99
1,1,75,24,3.13,0.01,0.99
1,1,75,25,3,0.01,0.99
1,1,75,26,2.88,0.01,0.99
1,1,75,27,2.78,0.02,0.98
1,1,75,28,2.68,0.02,0.98
1,1,75,29,2.59,0.02,0.98
1,1,75,30,2.5,0.02,0.98
1,1,75,31,2.42,0.03,0.97
1,1,75,32,2.34,0.03,0.97
1,1,75,33,2.27,0.03,0.97
1,1,75,34,2.21,0.04,0.96
1,1,76,15,5.07,0,1
1,1,76,16,4.75,0,1
1,1,76,17,4.47,0,1
1,1,76,18,4.22,0,1
1,1,76,19,4,0,1
1,1,76,20,3.8,0,1
1,1,76,21,3.62,0,1
1,1,76,22,3.45,0.01,0.99
1,1,76,23,3.3,0.01,0.99
1,1,76,24,3.17,0.01,0.99
1,1,76,25,3.04,0.01,0.99
1,1,76,26,2.92,0.01,0.99
1,1,76,27,2.81,0.01,0.99
1,1,76,28,2.71,0.02,0.98
1,1,76,29,2.62,0.02,0.98
1,1,76,30,2.53,0.02,0.98
1,1,76,31,2.45,0.03,0.97
1,1,76,32,2.38,0.03,0.97
1,1,76,33,2.3,0.03,0.97
1,1,76,34,2.24,0.04,0.96
1,1,77,15,5.13,0,1
1,1,77,16,4.81,0,1
1,1,77,17,4.53,0,1
1,1,77,18,4.28,0,1
1,1,77,19,4.05,0,1
1,1,77,20,3.85,0,1
1,1,77,21,3.67,0,1
1,1,77,22,3.5,0.01,0.99
1,1,77,23,3.35,0.01,0.99
1,1,77,24,3.21,0.01,0.99
1,1,77,25,3.08,0.01,0.99
1,1,77,26,2.96,0.01,0.99
1,1,77,27,2.85,0.01,0.99
1,1,77,28,2.75,0.02,0.98
1,1,77,29,2.66,0.02,0.98
1,1,77,30,2.57,0.02,0.98
1,1,77,31,2.48,0.03,0.97
1,1,77,32,2.41,0.03,0.97
1,1,77,33,2.33,0.03,0.97
1,1,77,34,2.26,0.03,0.97
1,1,78,15,5.2,0,1
1,1,78,16,4.88,0,1
1,1,78,17,4.59,0,1
1,1,78,18,4.33,0,1
1,1,78,19,4.11,0,1
1,1,78,20,3.9,0,1
1,1,78,21,3.71,0,1
1,1,78,22,3.55,0.01,0.99
1,1,78,23,3.39,0.01,0.99
1,1,78,24,3.25,0.01,0.99
1,1,78,25,3.12,0.01,0.99
1,1,78,26,3,0.01,0.99
1,1,78,27,2.89,0.01,0.99
1,1,78,28,2.79,0.02,0.98
1,1,78,29,2.69,0.02,0.98
1,1,78,30,2.6,0.02,0.98
1,1,78,31,2.52,0.02,0.98
1,1,78,32,2.44,0.03,0.97
1,1,78,33,2.36,0.03,0.97
1,1,78,34,2.29,0.03,0.97
1,1,79,15,5.27,0,1
1,1,79,16,4.94,0,1
1,1,79,17,4.65,0,1
1,1,79,18,4.39,0,1
1,1,79,19,4.16,0,1
1,1,79,20,3.95,0,1
1,1,79,21,3.76,0,1
1,1,79,22,3.59,0.01,0.99
1,1,79,23,3.43,0.01,0.99
1,1,79,24,3.29,0.01,0.99
1,1,79,25,3.16,0.01,0.99
1,1,79,26,3.04,0.01,0.99
1,1,79,27,2.93,0.01,0.99
1,1,79,28,2.82,0.02,0.98
1,1,79,29,2.72,0.02,0.98
1,1,79,30,2.63,0.02,0.98
1,1,79,31,2.55,0.02,0.98
1,1,79,32,2.47,0.03,0.97
1,1,79,33,2.39,0.03,0.97
1,1,79,34,2.32,0.03,0.97
1,1,80,15,5.33,0,1
1,1,80,16,5,0,1
1,1,80,17,4.71,0,1
1,1,80,18,4.44,0,1
1,1,80,19,4.21,0,1
1,1,80,20,4,0,1
1,1,80,21,3.81,0,1
1,1,80,22,3.64,0,1
1,1,80,23,3.48,0.01,0.99
1,1,80,24,3.33,0.01,0.99
1,1,80,25,3.2,0.01,0.99
1,1,80,26,3.08,0.01,0.99
1,1,80,27,2.96,0.01,0.99
1,1,80,28,2.86,0.02,0.98
1,1,80,29,2.76,0.02,0.98
1,1,80,30,2.67,0.02,0.98
1,1,80,31,2.58,0.02,0.98
1,1,80,32,2.5,0.03,0.97
1,1,80,33,2.42,0.03,0.97
1,1,80,34,2.35,0.03,0.97
1,2,1,15,0.07,0.82,0.18
1,2,1,16,0.06,0.82,0.18
1,2,1,17,0.06,0.83,0.17
1,2,1,18,0.06,0.83,0.17
1,2,1,19,0.05,0.84,0.16
1,2,1,20,0.05,0.84,0.16
1,2,1,21,0.05,0.84,0.16
1,2,1,22,0.05,0.84,0.16
1,2,1,23,0.04,0.85,0.15
1,2,1,24,0.04,0.85,0.15
1,2,1,25,0.04,0.85,0.15
1,2,1,26,0.04,0.85,0.15
1,2,1,27,0.04,0.86,0.14
1,2,1,28,0.04,0.86,0.14
1,2,1,29,0.03,0.86,0.14
1,2,1,30,0.03,0.86,0.14
1,2,1,31,0.03,0.86,0.14
1,2,1,32,0.03,0.86,0.14
1,2,1,33,0.03,0.86,0.14
1,2,1,34,0.03,0.87,0.13
1,2,2,15,0.13,0.8,0.2
1,2,2,16,0.13,0.81,0.19
1,2,2,17,0.12,0.82,0.18
1,2,2,18,0.11,0.82,0.18
1,2,2,19,0.11,0.83,0.17
1,2,2,20,0.1,0.83,0.17
1,2,2,21,0.1,0.84,0.16
1,2,2,22,0.09,0.84,0.16
1,2,2,23,0.09,0.85,0.15
1,2,2,24,0.08,0.85,0.15
1,2,2,25,0.08,0.85,0.15
1,2,2,26,0.08,0.86,0.14
1,2,2,27,0.07,0.86,0.14
1,2,2,28,0.07,0.86,0.14
1,2,2,29,0.07,0.86,0.14
1,2,2,30,0.07,0.87,0.13
1,2,2,31,0.06,0.87,0.13
1,2,2,32,0.06,0.87,0.13
1,2,2,33,0.06,0.87,0.13
1,2,2,34,0.06,0.87,0.13
1,2,3,15,0.2,0.8,0.2
1,2,3,16,0.19,0.81,0.19
1,2,3,17,0.18,0.81,0.19
1,2,3,18,0.17,0.82,0.18
1,2,3,19,0.16,0.83,0.17
1,2,3,20,0.15,0.83,0.17
1,2,3,21,0.14,0.84,0.16
1,2,3,22,0.14,0.84,0.16
1,2,3,23,0.13,0.85,0.15
1,2,3,24,0.13,0.85,0.15
1,2,3,25,0.12,0.86,0.14
1,2,3,26,0.12,0.86,0.14
1,2,3,27,0.11,0.87,0.13
1,2,3,28,0.11,0.87,0.13
1,2,3,29,0.1,0.87,0.13
1,2,3,30,0.1,0.87,0.13
1,2,3,31,0.1,0.88,0.12
1,2,3,32,0.09,0.88,0.12
1,2,3,33,0.09,0.88,0.12
1,2,3,34,0.09,0.88,0.12
1,2,4,15,0.27,0.78,0.22
1,2,4,16,0.25,0.79,0.21
1,2,4,17,0.24,0.8,0.2
1,2,4,18,0.22,0.81,0.19
1,2,4,19,0.21,0.82,0.18
1,2,4,20,0.2,0.83,0.17
1,2,4,21,0.19,0.83,0.17
1,2,4,22,0.18,0.84,0.16
1,2,4,23,0.17,0.84,0.16
1,2,4,24,0.17,0.85,0.15
1,2,4,25,0.16,0.85,0.15
1,2,4,26,0.15,0.86,0.14
1,2,4,27,0.15,0.86,0.14
1,2,4,28,0.14,0.87,0.13
1,2,4,29,0.14,0.87,0.13
1,2,4,30,0.13,0.87,0.13
1,2,4,31,0.13,0.88,0.12
1,2,4,32,0.13,0.88,0.12
1,2,4,33,0.12,0.88,0.12
1,2,4,34,0.12,0.89,0.11
1,2,5,15,0.33,0.75,0.25
1,2,5,16,0.31,0.76,0.24
1,2,5,17,0.29,0.78,0.22
1,2,5,18,0.28,0.79,0.21
1,2,5,19,0.26,0.8,0.2
1,2,5,20,0.25,0.8,0.2
1,2,5,21,0.24,0.81,0.19
1,2,5,22,0.23,0.82,0.18
1,2,5,23,0.22,0.83,0.17
1,2,5,24,0.21,0.83,0.17
1,2,5,25,0.2,0.84,0.16
1,2,5,26,0.19,0.84,0.16
1,2,5,27,0.19,0.85,0.15
1,2,5,28,0.18,0.85,0.15
1,2,5,29,0.17,0.86,0.14
1,2,5,30,0.17,0.86,0.14
1,2,5,31,0.16,0.87,0.13
1,2,5,32,0.16,0.87,0.13
1,2,5,33,0.15,0.87,0.13
1,2,5,34,0.15,0.88,0.12
1,2,6,15,0.4,0.71,0.29
1,2,6,16,0.38,0.73,0.27
1,2,6,17,0.35,0.74,0.26
1,2,6,18,0.33,0.75,0.25
1,2,6,19,0.32,0.77,0.23
1,2,6,20,0.3,0.78,0.22
1,2,6,21,0.29,0.79,0.21
1,2,6,22,0.27,0.79,0.21
1,2,6,23,0.26,0.8,0.2
1,2,6,24,0.25,0.81,0.19
1,2,6,25,0.24,0.82,0.18
1,2,6,26,0.23,0.82,0.18
1,2,6,27,0.22,0.83,0.17
1,2,6,28,0.21,0.83,0.17
1,2,6,29,0.21,0.84,0.16
1,2,6,30,0.2,0.84,0.16
1,2,6,31,0.19,0.85,0.15
1,2,6,32,0.19,0.85,0.15
1,2,6,33,0.18,0.86,0.14
1,2,6,34,0.18,0.86,0.14
1,2,7,15,0.47,0.68,0.32
1,2,7,16,0.44,0.69,0.31
1,2,7,17,0.41,0.71,0.29
1,2,7,18,0.39,0.72,0.28
1,2,7,19,0.37,0.73,0.27
1,2,7,20,0.35,0.75,0.25
1,2,7,21,0.33,0.76,0.24
1,2,7,22,0.32,0.76,0.24
1,2,7,23,0.3,0.77,0.23
1,2,7,24,0.29,0.78,0.22
1,2,7,25,0.28,0.79,0.21
1,2,7,26,0.27,0.8,0.2
1,2,7,27,0.26,0.8,0.2
1,2,7,28,0.25,0.81,0.19
1,2,7,29,0.24,0.82,0.18
1,2,7,30,0.23,0.82,0.18
1,2,7,31,0.23,0.83,0.17
1,2,7,32,0.22,0.83,0.17
1,2,7,33,0.21,0.84,0.16
1,2,7,34,0.21,0.84,0.16
1,2,8,15,0.53,0.64,0.36
1,2,8,16,0.5,0.66,0.34
1,2,8,17,0.47,0.67,0.33
1,2,8,18,0.44,0.69,0.31
1,2,8,19,0.42,0.7,0.3
1,2,8,20,0.4,0.71,0.29
1,2,8,21,0.38,0.73,0.27
1,2,8,22,0.36,0.74,0.26
1,2,8,23,0.35,0.75,0.25
1,2,8,24,0.33,0.76,0.24
1,2,8,25,0.32,0.76,0.24
1,2,8,26,0.31,0.77,0.23
1,2,8,27,0.3,0.78,0.22
1,2,8,28,0.29,0.79,0.21
1,2,8,29,0.28,0.79,0.21
1,2,8,30,0.27,0.8,0.2
1,2,8,31,0.26,0.8,0.2
1,2,8,32,0.25,0.81,0.19
1,2,8,33,0.24,0.81,0.19
1,2,8,34,0.24,0.82,0.18
1,2,9,15,0.6,0.6,0.4
1,2,9,16,0.56,0.62,0.38
1,2,9,17,0.53,0.64,0.36
1,2,9,18,0.5,0.66,0.34
1,2,9,19,0.47,0.67,0.33
1,2,9,20,0.45,0.68,0.32
1,2,9,21,0.43,0.7,0.3
1,2,9,22,0.41,0.71,0.29
1,2,9,23,0.39,0.72,0.28
1,2,9,24,0.38,0.73,0.27
1,2,9,25,0.36,0.74,0.26
1,2,9,26,0.35,0.75,0.25
1,2,9,27,0.33,0.75,0.25
1,2,9,28,0.32,0.76,0.24
1,2,9,29,0.31,0.77,0.23
1,2,9,30,0.3,0.78,0.22
1,2,9,31,0.29,0.78,0.22
1,2,9,32,0.28,0.79,0.21
1,2,9,33,0.27,0.79,0.21
1,2,9,34,0.26,0.8,0.2
1,2,10,15,0.67,0.57,0.43
1,2,10,16,0.63,0.59,0.41
1,2,10,17,0.59,0.61,0.39
1,2,10,18,0.56,0.63,0.37
1,2,10,19,0.53,0.64,0.36
1,2,10,20,0.5,0.66,0.34
1,2,10,21,0.48,0.67,0.33
1,2,10,22,0.45,0.68,0.32
1,2,10,23,0.43,0.69,0.31
1,2,10,24,0.42,0.7,0.3
1,2,10,25,0.4,0.71,0.29
1,2,10,26,0.38,0.72,0.28
1,2,10,27,0.37,0.73,0.27
1,2,10,28,0.36,0.74,0.26
1,2,10,29,0.34,0.75,0.25
1,2,10,30,0.33,0.75,0.25
1,2,10,31,0.32,0.76,0.24
1,2,10,32,0.31,0.77,0.23
1,2,10,33,0.3,0.77,0.23
1,2,10,34,0.29,0.78,0.22
1,2,11,15,0.73,0.54,0.46
1,2,11,16,0.69,0.56,0.44
1,2,11,17,0.65,0.58,0.42
1,2,11,18,0.61,0.6,0.4
1,2,11,19,0.58,0.61,0.39
1,2,11,20,0.55,0.63,0.37
1,2,11,21,0.52,0.64,0.36
1,2,11,22,0.5,0.66,0.34
1,2,11,23,0.48,0.67,0.33
1,2,11,24,0.46,0.68,0.32
1,2,11,25,0.44,0.69,0.31
1,2,11,26,0.42,0.7,0.3
1,2,11,27,0.41,0.71,0.29
1,2,11,28,0.39,0.72,0.28
1,2,11,29,0.38,0.73,0.27
1,2,11,30,0.37,0.73,0.27
1,2,11,31,0.35,0.74,0.26
1,2,11,32,0.34,0.75,0.25
1,2,11,33,0.33,0.75,0.25
1,2,11,34,0.32,0.76,0.24
1,2,12,15,0.8,0.51,0.49
1,2,12,16,0.75,0.53,0.47
1,2,12,17,0.71,0.55,0.45
1,2,12,18,0.67,0.57,0.43
1,2,12,19,0.63,0.59,0.41
1,2,12,20,0.6,0.6,0.4
1,2,12,21,0.57,0.62,0.38
1,2,12,22,0.55,0.63,0.37
1,2,12,23,0.52,0.64,0.36
1,2,12,24,0.5,0.66,0.34
1,2,12,25,0.48,0.67,0.33
1,2,12,26,0.46,0.68,0.32
1,2,12,27,0.44,0.69,0.31
1,2,12,28,0.43,0.7,0.3
1,2,12,29,0.41,0.7,0.3
1,2,12,30,0.4,0.71,0.29
1,2,12,31,0.39,0.72,0.28
1,2,12,32,0.38,0.73,0.27
1,2,12,33,0.36,0.74,0.26
1,2,12,34,0.35,0.74,0.26
1,2,13,15,0.87,0.48,0.52
1,2,13,16,0.81,0.5,0.5
1,2,13,17,0.76,0.52,0.48
1,2,13,18,0.72,0.54,0.46
1,2,13,19,0.68,0.56,0.44
1,2,13,20,0.65,0.58,0.42
1,2,13,21,0.62,0.59,0.41
1,2,13,22,0.59,0.61,0.39
1,2,13,23,0.57,0.62,0.38
1,2,13,24,0.54,0.63,0.37
1,2,13,25,0.52,0.64,0.36
1,2,13,26,0.5,0.66,0.34
1,2,13,27,0.48,0.67,0.33
1,2,13,28,0.46,0.68,0.32
1,2,13,29,0.45,0.68,0.32
1,2,13,30,0.43,0.69,0.31
1,2,13,31,0.42,0.7,0.3
1,2,13,32,0.41,0.71,0.29
1,2,13,33,0.39,0.72,0.28
1,2,13,34,0.38,0.72,0.28
1,2,14,15,0.93,0.46,0.54
1,2,14,16,0.88,0.48,0.52
1,2,14,17,0.82,0.5,0.5
1,2,14,18,0.78,0.52,0.48
1,2,14,19,0.74,0.54,0.46
1,2,14,20,0.7,0.55,0.45
1,2,14,21,0.67,0.57,0.43
1,2,14,22,0.64,0.58,0.42
1,2,14,23,0.61,0.6,0.4
1,2,14,24,0.58,0.61,0.39
1,2,14,25,0.56,0.62,0.38
1,2,14,26,0.54,0.63,0.37
1,2,14,27,0.52,0.64,0.36
1,2,14,28,0.5,0.66,0.34
1,2,14,29,0.48,0.66,0.34
1,2,14,30,0.47,0.67,0.33
1,2,14,31,0.45,0.68,0.32
1,2,14,32,0.44,0.69,0.31
1,2,14,33,0.42,0.7,0.3
1,2,14,34,0.41,0.71,0.29
1,2,15,15,1,0.43,0.57
1,2,15,16,0.94,0.45,0.55
1,2,15,17,0.88,0.47,0.53
1,2,15,18,0.83,0.49,0.51
1,2,15,19,0.79,0.51,0.49
1,2,15,20,0.75,0.53,0.47
1,2,15,21,0.71,0.55,0.45
1,2,15,22,0.68,0.56,0.44
1,2,15,23,0.65,0.58,0.42
1,2,15,24,0.63,0.59,0.41
1,2,15,25,0.6,0.6,0.4
1,2,15,26,0.58,0.61,0.39
1,2,15,27,0.56,0.62,0.38
1,2,15,28,0.54,0.64,0.36
1,2,15,29,0.52,0.65,0.35
1,2,15,30,0.5,0.65,0.35
1,2,15,31,0.48,0.66,0.34
1,2,15,32,0.47,0.67,0.33
1,2,15,33,0.45,0.68,0.32
1,2,15,34,0.44,0.69,0.31
1,2,16,15,1.07,0.41,0.59
1,2,16,16,1,0.43,0.57
1,2,16,17,0.94,0.45,0.55
1,2,16,18,0.89,0.47,0.53
1,2,16,19,0.84,0.49,0.51
1,2,16,20,0.8,0.51,0.49
1,2,16,21,0.76,0.53,0.47
1,2,16,22,0.73,0.54,0.46
1,2,16,23,0.7,0.56,0.44
1,2,16,24,0.67,0.57,0.43
1,2,16,25,0.64,0.58,0.42
1,2,16,26,0.62,0.59,0.41
1,2,16,27,0.59,0.61,0.39
1,2,16,28,0.57,0.62,0.38
1,2,16,29,0.55,0.63,0.37
1,2,16,30,0.53,0.64,0.36
1,2,16,31,0.52,0.65,0.35
1,2,16,32,0.5,0.65,0.35
1,2,16,33,0.48,0.66,0.34
1,2,16,34,0.47,0.67,0.33
1,2,17,15,1.13,0.38,0.62
1,2,17,16,1.06,0.41,0.59
1,2,17,17,1,0.43,0.57
1,2,17,18,0.94,0.45,0.55
1,2,17,19,0.89,0.47,0.53
1,2,17,20,0.85,0.49,0.51
1,2,17,21,0.81,0.5,0.5
1,2,17,22,0.77,0.52,0.48
1,2,17,23,0.74,0.54,0.46
1,2,17,24,0.71,0.55,0.45
1,2,17,25,0.68,0.56,0.44
1,2,17,26,0.65,0.57,0.43
1,2,17,27,0.63,0.59,0.41
1,2,17,28,0.61,0.6,0.4
1,2,17,29,0.59,0.61,0.39
1,2,17,30,0.57,0.62,0.38
1,2,17,31,0.55,0.63,0.37
1,2,17,32,0.53,0.64,0.36
1,2,17,33,0.52,0.65,0.35
1,2,17,34,0.5,0.65,0.35
1,2,18,15,1.2,0.36,0.64
1,2,18,16,1.13,0.39,0.61
1,2,18,17,1.06,0.41,0.59
1,2,18,18,1,0.43,0.57
1,2,18,19,0.95,0.45,0.55
1,2,18,20,0.9,0.47,0.53
1,2,18,21,0.86,0.48,0.52
1,2,18,22,0.82,0.5,0.5
1,2,18,23,0.78,0.52,0.48
1,2,18,24,0.75,0.53,0.47
1,2,18,25,0.72,0.54,0.46
1,2,18,26,0.69,0.56,0.44
1,2,18,27,0.67,0.57,0.43
1,2,18,28,0.64,0.58,0.42
1,2,18,29,0.62,0.59,0.41
1,2,18,30,0.6,0.6,0.4
1,2,18,31,0.58,0.61,0.39
1,2,18,32,0.56,0.62,0.38
1,2,18,33,0.55,0.63,0.37
1,2,18,34,0.53,0.64,0.36
1,2,19,15,1.27,0.34,0.66
1,2,19,16,1.19,0.37,0.63
1,2,19,17,1.12,0.39,0.61
1,2,19,18,1.06,0.41,0.59
1,2,19,19,1,0.43,0.57
1,2,19,20,0.95,0.45,0.55
1,2,19,21,0.9,0.47,0.53
1,2,19,22,0.86,0.48,0.52
1,2,19,23,0.83,0.5,0.5
1,2,19,24,0.79,0.51,0.49
1,2,19,25,0.76,0.53,0.47
1,2,19,26,0.73,0.54,0.46
1,2,19,27,0.7,0.55,0.45
1,2,19,28,0.68,0.56,0.44
1,2,19,29,0.66,0.57,0.43
1,2,19,30,0.63,0.58,0.42
1,2,19,31,0.61,0.59,0.41
1,2,19,32,0.59,0.6,0.4
1,2,19,33,0.58,0.61,0.39
1,2,19,34,0.56,0.62,0.38
1,2,20,15,1.33,0.32,0.68
1,2,20,16,1.25,0.35,0.65
1,2,20,17,1.18,0.37,0.63
1,2,20,18,1.11,0.39,0.61
1,2,20,19,1.05,0.41,0.59
1,2,20,20,1,0.43,0.57
1,2,20,21,0.95,0.45,0.55
1,2,20,22,0.91,0.46,0.54
1,2,20,23,0.87,0.48,0.52
1,2,20,24,0.83,0.49,0.51
1,2,20,25,0.8,0.51,0.49
1,2,20,26,0.77,0.52,0.48
1,2,20,27,0.74,0.53,0.47
1,2,20,28,0.71,0.55,0.45
1,2,20,29,0.69,0.56,0.44
1,2,20,30,0.67,0.57,0.43
1,2,20,31,0.65,0.58,0.42
1,2,20,32,0.63,0.59,0.41
1,2,20,33,0.61,0.6,0.4
1,2,20,34,0.59,0.61,0.39
1,2,21,15,1.4,0.31,0.69
1,2,21,16,1.31,0.33,0.67
1,2,21,17,1.24,0.35,0.65
1,2,21,18,1.17,0.37,0.63
1,2,21,19,1.11,0.39,0.61
1,2,21,20,1.05,0.41,0.59
1,2,21,21,1,0.43,0.57
1,2,21,22,0.95,0.45,0.55
1,2,21,23,0.91,0.46,0.54
1,2,21,24,0.88,0.48,0.52
1,2,21,25,0.84,0.49,0.51
1,2,21,26,0.81,0.5,0.5
1,2,21,27,0.78,0.52,0.48
1,2,21,28,0.75,0.53,0.47
1,2,21,29,0.72,0.54,0.46
1,2,21,30,0.7,0.55,0.45
1,2,21,31,0.68,0.56,0.44
1,2,21,32,0.66,0.57,0.43
1,2,21,33,0.64,0.58,0.42
1,2,21,34,0.62,0.59,0.41
1,2,22,15,1.47,0.29,0.71
1,2,22,16,1.38,0.31,0.69
1,2,22,17,1.29,0.33,0.67
1,2,22,18,1.22,0.36,0.64
1,2,22,19,1.16,0.38,0.62
1,2,22,20,1.1,0.39,0.61
1,2,22,21,1.05,0.41,0.59
1,2,22,22,1,0.43,0.57
1,2,22,23,0.96,0.44,0.56
1,2,22,24,0.92,0.46,0.54
1,2,22,25,0.88,0.47,0.53
1,2,22,26,0.85,0.49,0.51
1,2,22,27,0.81,0.5,0.5
1,2,22,28,0.79,0.51,0.49
1,2,22,29,0.76,0.53,0.47
1,2,22,30,0.73,0.54,0.46
1,2,22,31,0.71,0.55,0.45
1,2,22,32,0.69,0.56,0.44
1,2,22,33,0.67,0.57,0.43
1,2,22,34,0.65,0.58,0.42
1,2,23,15,1.53,0.27,0.73
1,2,23,16,1.44,0.3,0.7
1,2,23,17,1.35,0.32,0.68
1,2,23,18,1.28,0.34,0.66
1,2,23,19,1.21,0.36,0.64
1,2,23,20,1.15,0.38,0.62
1,2,23,21,1.1,0.4,0.6
1,2,23,22,1.05,0.41,0.59
1,2,23,23,1,0.43,0.57
1,2,23,24,0.96,0.44,0.56
1,2,23,25,0.92,0.46,0.54
1,2,23,26,0.88,0.47,0.53
1,2,23,27,0.85,0.49,0.51
1,2,23,28,0.82,0.5,0.5
1,2,23,29,0.79,0.51,0.49
1,2,23,30,0.77,0.52,0.48
1,2,23,31,0.74,0.53,0.47
1,2,23,32,0.72,0.54,0.46
1,2,23,33,0.7,0.55,0.45
1,2,23,34,0.68,0.56,0.44
1,2,24,15,1.6,0.26,0.74
1,2,24,16,1.5,0.28,0.72
1,2,24,17,1.41,0.3,0.7
1,2,24,18,1.33,0.32,0.68
1,2,24,19,1.26,0.34,0.66
1,2,24,20,1.2,0.36,0.64
1,2,24,21,1.14,0.38,0.62
1,2,24,22,1.09,0.4,0.6
1,2,24,23,1.04,0.41,0.59
1,2,24,24,1,0.43,0.57
1,2,24,25,0.96,0.44,0.56
1,2,24,26,0.92,0.46,0.54
1,2,24,27,0.89,0.47,0.53
1,2,24,28,0.86,0.48,0.52
1,2,24,29,0.83,0.5,0.5
1,2,24,30,0.8,0.51,0.49
1,2,24,31,0.77,0.52,0.48
1,2,24,32,0.75,0.53,0.47
1,2,24,33,0.73,0.54,0.46
1,2,24,34,0.71,0.55,0.45
1,2,25,15,1.67,0.24,0.76
1,2,25,16,1.56,0.27,0.73
1,2,25,17,1.47,0.29,0.71
1,2,25,18,1.39,0.31,0.69
1,2,25,19,1.32,0.33,0.67
1,2,25,20,1.25,0.35,0.65
1,2,25,21,1.19,0.36,0.64
1,2,25,22,1.14,0.38,0.62
1,2,25,23,1.09,0.4,0.6
1,2,25,24,1.04,0.41,0.59
1,2,25,25,1,0.43,0.57
1,2,25,26,0.96,0.44,0.56
1,2,25,27,0.93,0.46,0.54
1,2,25,28,0.89,0.47,0.53
1,2,25,29,0.86,0.48,0.52
1,2,25,30,0.83,0.49,0.51
1,2,25,31,0.81,0.5,0.5
1,2,25,32,0.78,0.52,0.48
1,2,25,33,0.76,0.53,0.47
1,2,25,34,0.74,0.54,0.46
1,2,26,15,1.73,0.23,0.77
1,2,26,16,1.63,0.25,0.75
1,2,26,17,1.53,0.27,0.73
1,2,26,18,1.44,0.29,0.71
1,2,26,19,1.37,0.31,0.69
1,2,26,20,1.3,0.33,0.67
1,2,26,21,1.24,0.35,0.65
1,2,26,22,1.18,0.37,0.63
1,2,26,23,1.13,0.38,0.62
1,2,26,24,1.08,0.4,0.6
1,2,26,25,1.04,0.41,0.59
1,2,26,26,1,0.43,0.57
1,2,26,27,0.96,0.44,0.56
1,2,26,28,0.93,0.46,0.54
1,2,26,29,0.9,0.47,0.53
1,2,26,30,0.87,0.48,0.52
1,2,26,31,0.84,0.49,0.51
1,2,26,32,0.81,0.5,0.5
1,2,26,33,0.79,0.51,0.49
